table_number,table_name,month,period,period_name,geography,Type,category,value,units
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2012,marketing year,KS,State,upland_cotton_harvested_acreage,54,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2012,marketing year,KY,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2012,marketing year,LA,State,upland_cotton_harvested_acreage,225,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2012,marketing year,MS,State,upland_cotton_harvested_acreage,470,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2012,marketing year,MO,State,upland_cotton_harvested_acreage,330,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2012,marketing year,NV,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2012,marketing year,NM,State,upland_cotton_harvested_acreage,38,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2012,marketing year,NC,State,upland_cotton_harvested_acreage,580,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2012,marketing year,OK,State,upland_cotton_harvested_acreage,140,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2012,marketing year,SC,State,upland_cotton_harvested_acreage,298,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2012,marketing year,TN,State,upland_cotton_harvested_acreage,377,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2012,marketing year,TX,State,upland_cotton_harvested_acreage,3800,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2012,marketing year,VA,State,upland_cotton_harvested_acreage,85,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2012,marketing year,US,National,upland_cotton_harvested_acreage,9085,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2013,marketing year,AL,State,upland_cotton_harvested_acreage,359,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2013,marketing year,AZ,State,upland_cotton_harvested_acreage,159,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2013,marketing year,AR,State,upland_cotton_harvested_acreage,305,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2013,marketing year,CA,State,upland_cotton_harvested_acreage,92,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2013,marketing year,FL,State,upland_cotton_harvested_acreage,127,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2013,marketing year,GA,State,upland_cotton_harvested_acreage,1340,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2013,marketing year,KS,State,upland_cotton_harvested_acreage,26,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2013,marketing year,KY,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2013,marketing year,LA,State,upland_cotton_harvested_acreage,128,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2013,marketing year,MS,State,upland_cotton_harvested_acreage,287,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2013,marketing year,MO,State,upland_cotton_harvested_acreage,246,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2013,marketing year,NV,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2013,marketing year,NM,State,upland_cotton_harvested_acreage,31,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2013,marketing year,NC,State,upland_cotton_harvested_acreage,460,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2013,marketing year,OK,State,upland_cotton_harvested_acreage,120,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2013,marketing year,SC,State,upland_cotton_harvested_acreage,250,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2013,marketing year,TN,State,upland_cotton_harvested_acreage,233,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2013,marketing year,TX,State,upland_cotton_harvested_acreage,3100,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2013,marketing year,VA,State,upland_cotton_harvested_acreage,77,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2013,marketing year,US,National,upland_cotton_harvested_acreage,7340,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2014,marketing year,AL,State,upland_cotton_harvested_acreage,348,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2014,marketing year,AZ,State,upland_cotton_harvested_acreage,149,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2014,marketing year,AR,State,upland_cotton_harvested_acreage,330,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2014,marketing year,CA,State,upland_cotton_harvested_acreage,61,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2014,marketing year,FL,State,upland_cotton_harvested_acreage,105,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2014,marketing year,GA,State,upland_cotton_harvested_acreage,1370,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2014,marketing year,KS,State,upland_cotton_harvested_acreage,29,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2014,marketing year,KY,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2014,marketing year,LA,State,upland_cotton_harvested_acreage,168,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2014,marketing year,MS,State,upland_cotton_harvested_acreage,420,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2014,marketing year,MO,State,upland_cotton_harvested_acreage,245,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2014,marketing year,NV,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2014,marketing year,NM,State,upland_cotton_harvested_acreage,33,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2014,marketing year,NC,State,upland_cotton_harvested_acreage,460,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2014,marketing year,OK,State,upland_cotton_harvested_acreage,210,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2014,marketing year,SC,State,upland_cotton_harvested_acreage,278,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2014,marketing year,TN,State,upland_cotton_harvested_acreage,270,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2014,marketing year,TX,State,upland_cotton_harvested_acreage,4600,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2014,marketing year,VA,State,upland_cotton_harvested_acreage,86,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2014,marketing year,US,National,upland_cotton_harvested_acreage,9162,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2015,marketing year,AL,State,upland_cotton_harvested_acreage,307,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2015,marketing year,AZ,State,upland_cotton_harvested_acreage,88,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2015,marketing year,AR,State,upland_cotton_harvested_acreage,207,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2015,marketing year,CA,State,upland_cotton_harvested_acreage,46,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2015,marketing year,FL,State,upland_cotton_harvested_acreage,83,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2015,marketing year,GA,State,upland_cotton_harvested_acreage,1120,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2015,marketing year,KS,State,upland_cotton_harvested_acreage,16,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2015,marketing year,KY,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2015,marketing year,LA,State,upland_cotton_harvested_acreage,112,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2015,marketing year,MS,State,upland_cotton_harvested_acreage,315,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2015,marketing year,MO,State,upland_cotton_harvested_acreage,175,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2015,marketing year,NV,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2015,marketing year,NM,State,upland_cotton_harvested_acreage,31,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2015,marketing year,NC,State,upland_cotton_harvested_acreage,355,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2015,marketing year,OK,State,upland_cotton_harvested_acreage,205,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2015,marketing year,SC,State,upland_cotton_harvested_acreage,136,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2015,marketing year,TN,State,upland_cotton_harvested_acreage,140,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2015,marketing year,TX,State,upland_cotton_harvested_acreage,4500,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2015,marketing year,VA,State,upland_cotton_harvested_acreage,84,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2015,marketing year,US,National,upland_cotton_harvested_acreage,7920,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2016,marketing year,AL,State,upland_cotton_harvested_acreage,343,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2016,marketing year,AZ,State,upland_cotton_harvested_acreage,118,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2016,marketing year,AR,State,upland_cotton_harvested_acreage,375,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2016,marketing year,CA,State,upland_cotton_harvested_acreage,62,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2016,marketing year,FL,State,upland_cotton_harvested_acreage,102,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2016,marketing year,GA,State,upland_cotton_harvested_acreage,1165,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2016,marketing year,KS,State,upland_cotton_harvested_acreage,31,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2016,marketing year,KY,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2016,marketing year,LA,State,upland_cotton_harvested_acreage,137,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2016,marketing year,MS,State,upland_cotton_harvested_acreage,430,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2016,marketing year,MO,State,upland_cotton_harvested_acreage,266,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2016,marketing year,NV,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2016,marketing year,NM,State,upland_cotton_harvested_acreage,41,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2016,marketing year,NC,State,upland_cotton_harvested_acreage,255,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2016,marketing year,OK,State,upland_cotton_harvested_acreage,290,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2016,marketing year,SC,State,upland_cotton_harvested_acreage,183,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2016,marketing year,TN,State,upland_cotton_harvested_acreage,250,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2016,marketing year,TX,State,upland_cotton_harvested_acreage,5200,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2016,marketing year,VA,State,upland_cotton_harvested_acreage,72,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2016,marketing year,US,National,upland_cotton_harvested_acreage,9320,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2017,marketing year,AL,State,upland_cotton_harvested_acreage,430,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2017,marketing year,AZ,State,upland_cotton_harvested_acreage,159,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2017,marketing year,AR,State,upland_cotton_harvested_acreage,438,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2017,marketing year,CA,State,upland_cotton_harvested_acreage,87,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2017,marketing year,FL,State,upland_cotton_harvested_acreage,98,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2017,marketing year,GA,State,upland_cotton_harvested_acreage,1270,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2017,marketing year,KS,State,upland_cotton_harvested_acreage,90,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2017,marketing year,KY,State,upland_cotton_harvested_acreage,0,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2017,marketing year,LA,State,upland_cotton_harvested_acreage,217,"1,000 acres"
5,"Upland cotton: harvested acreage by State, 1975/76–2025/26",annual,2017,marketing year,MS,State,upland_cotton_harvested_acreage,625,"1,000 acres"
